days_since_birth,gender,measurement_type,percentile,value
579,female,weight,75,10.9098181818182
579,female,weight,90,11.5954909090909
579,female,weight,97,12.3001818181818
579,male,weight,3,8.80123636363636
579,male,weight,10,9.39083636363636
579,male,weight,25,10.0049454545455
579,male,weight,75,11.3992363636364
579,male,weight,90,12.0413818181818
579,male,weight,97,12.6880363636364
580,female,height,3,74.4818181818182
580,female,height,10,76.2272727272727
580,female,height,25,77.9636363636364
580,female,height,50,79.8
580,female,height,75,81.6363636363636
580,female,height,90,83.3181818181818
580,female,height,97,84.9090909090909
580,male,height,3,75.6454545454545
580,male,height,10,77.3363636363636
580,male,height,25,79.0727272727273
580,male,height,50,80.9545454545455
580,male,height,75,82.7909090909091
580,male,height,90,84.4272727272727
580,male,height,97,86.0090909090909
580,female,weight,10,8.94818181818182
580,female,weight,25,9.52363636363636
580,female,weight,50,10.2018181818182
580,female,weight,75,10.9190909090909
580,female,weight,90,11.6054545454545
580,female,weight,97,12.3109090909091
580,male,weight,3,8.80818181818182
580,male,weight,10,9.39818181818182
580,male,weight,25,10.0127272727273
580,male,weight,75,11.4081818181818
580,male,weight,90,12.0509090909091
580,male,weight,97,12.6981818181818
581,female,height,3,74.5152727272727
581,female,height,10,76.2610909090909
581,female,height,25,77.9985454545455
581,female,height,50,79.836
581,female,height,75,81.6734545454546
581,female,height,90,83.3567272727273
581,female,height,97,84.9483636363636
581,male,height,3,75.6778181818182
581,male,height,10,77.3694545454545
581,male,height,25,79.1069090909091
581,male,height,50,80.9901818181818
581,male,height,75,82.8276363636364
581,male,height,90,84.4650909090909
581,male,height,97,86.0483636363636
581,female,weight,10,8.95592727272727
581,female,weight,25,9.53174545454546
581,female,weight,50,10.2104727272727
581,female,weight,75,10.9283636363636
581,female,weight,90,11.6154181818182
581,female,weight,97,12.3216363636364
581,male,weight,3,8.81512727272727
581,male,weight,10,9.40552727272727
581,male,weight,25,10.0205090909091
581,male,weight,75,11.4171272727273
581,male,weight,90,12.0604363636364
581,male,weight,97,12.7083272727273
582,female,height,3,74.5487272727273
582,female,height,10,76.2949090909091
582,female,height,25,78.0334545454546
582,female,height,50,79.872
582,female,height,75,81.7105454545455
582,female,height,90,83.3952727272727
582,female,height,97,84.9876363636364
582,male,height,3,75.7101818181818
582,male,height,10,77.4025454545455
582,male,height,25,79.1410909090909
582,male,height,50,81.0258181818182
582,male,height,75,82.8643636363636
582,male,height,90,84.5029090909091
582,male,height,97,86.0876363636364
582,female,weight,10,8.96367272727273
582,female,weight,25,9.53985454545455
582,female,weight,50,10.2191272727273
582,female,weight,75,10.9376363636364
582,female,weight,90,11.6253818181818
582,female,weight,97,12.3323636363636
582,male,weight,3,8.82207272727273
582,male,weight,10,9.41287272727273
582,male,weight,25,10.0282909090909
582,male,weight,75,11.4260727272727
582,male,weight,90,12.0699636363636
582,male,weight,97,12.7184727272727
583,female,height,3,74.5821818181818
583,female,height,10,76.3287272727273
583,female,height,25,78.0683636363636
583,female,height,50,79.908
583,female,height,75,81.7476363636364
583,female,height,90,83.4338181818182
583,female,height,97,85.0269090909091
583,male,height,3,75.7425454545455
583,male,height,10,77.4356363636364
583,male,height,25,79.1752727272727
583,male,height,50,81.0614545454545
583,male,height,75,82.9010909090909
583,male,height,90,84.5407272727273
583,male,height,97,86.1269090909091
583,female,weight,10,8.97141818181818
583,female,weight,25,9.54796363636364
583,female,weight,50,10.2277818181818
583,female,weight,75,10.9469090909091
583,female,weight,90,11.6353454545455
583,female,weight,97,12.3430909090909
583,male,weight,3,8.82901818181818
583,male,weight,10,9.42021818181818
583,male,weight,25,10.0360727272727
583,male,weight,75,11.4350181818182
583,male,weight,90,12.0794909090909
583,male,weight,97,12.7286181818182
584,female,height,3,74.6156363636364
584,female,height,10,76.3625454545455
584,female,height,25,78.1032727272727
584,female,height,50,79.944
584,female,height,75,81.7847272727273
584,female,height,90,83.4723636363636
584,female,height,97,85.0661818181818
584,male,height,3,75.7749090909091
584,male,height,10,77.4687272727273
584,male,height,25,79.2094545454546
584,male,height,50,81.0970909090909
584,male,height,75,82.9378181818182
584,male,height,90,84.5785454545455
584,male,height,97,86.1661818181818
584,female,weight,10,8.97916363636364
584,female,weight,25,9.55607272727273
584,female,weight,50,10.2364363636364
584,female,weight,75,10.9561818181818
584,female,weight,90,11.6453090909091
584,female,weight,97,12.3538181818182
584,male,weight,3,8.83596363636364
584,male,weight,10,9.42756363636364
584,male,weight,25,10.0438545454545
584,male,weight,75,11.4439636363636
584,male,weight,90,12.0890181818182
584,male,weight,97,12.7387636363636
585,female,height,3,74.6490909090909
585,female,height,10,76.3963636363636
585,female,height,25,78.1381818181818
585,female,height,50,79.98
585,female,height,75,81.8218181818182
585,female,height,90,83.5109090909091
585,female,height,97,85.1054545454546
585,male,height,3,75.8072727272727
585,male,height,10,77.5018181818182
585,male,height,25,79.2436363636364
585,male,height,50,81.1327272727273
585,male,height,75,82.9745454545455
585,male,height,90,84.6163636363636
585,male,height,97,86.2054545454545
585,female,weight,10,8.98690909090909
585,female,weight,25,9.56418181818182
585,female,weight,50,10.2450909090909
585,female,weight,75,10.9654545454545
585,female,weight,90,11.6552727272727
585,female,weight,97,12.3645454545455
585,male,weight,3,8.84290909090909
585,male,weight,10,9.43490909090909
585,male,weight,25,10.0516363636364
585,male,weight,75,11.4529090909091
585,male,weight,90,12.0985454545455
585,male,weight,97,12.7489090909091
586,female,height,3,74.6825454545455
586,female,height,10,76.4301818181818
586,female,height,25,78.1730909090909
586,female,height,50,80.016
586,female,height,75,81.8589090909091
586,female,height,90,83.5494545454545
586,female,height,97,85.1447272727273
586,male,height,3,75.8396363636364
586,male,height,10,77.5349090909091
586,male,height,25,79.2778181818182
586,male,height,50,81.1683636363636
586,male,height,75,83.0112727272727
586,male,height,90,84.6541818181818
586,male,height,97,86.2447272727273
586,female,weight,10,8.99465454545455
586,female,weight,25,9.57229090909091
586,female,weight,50,10.2537454545455
586,female,weight,75,10.9747272727273
586,female,weight,90,11.6652363636364
586,female,weight,97,12.3752727272727
586,male,weight,3,8.84985454545455
586,male,weight,10,9.44225454545455
586,male,weight,25,10.0594181818182
586,male,weight,75,11.4618545454545
586,male,weight,90,12.1080727272727
586,male,weight,97,12.7590545454545
587,female,height,3,74.716
587,female,height,10,76.464
587,female,height,25,78.208
587,female,height,50,80.052
587,female,height,75,81.896
587,female,height,90,83.588
587,female,height,97,85.184
587,male,height,3,75.872
587,male,height,10,77.568
587,male,height,25,79.312
587,male,height,50,81.204
587,male,height,75,83.048
587,male,height,90,84.692
587,male,height,97,86.284
587,female,weight,10,9.0024
587,female,weight,25,9.5804
587,female,weight,50,10.2624
587,female,weight,75,10.984
587,female,weight,90,11.6752
587,female,weight,97,12.386
587,male,weight,3,8.8568
587,male,weight,10,9.4496
587,male,weight,25,10.0672
587,male,weight,75,11.4708
587,male,weight,90,12.1176
587,male,weight,97,12.7692
588,female,height,3,74.7494545454545
588,female,height,10,76.4978181818182
588,female,height,25,78.2429090909091
588,female,height,50,80.088
588,female,height,75,81.9330909090909
588,female,height,90,83.6265454545455
588,female,height,97,85.2232727272727
588,male,height,3,75.9043636363636
588,male,height,10,77.6010909090909
588,male,height,25,79.3461818181818
588,male,height,50,81.2396363636364
588,male,height,75,83.0847272727273
588,male,height,90,84.7298181818182
588,male,height,97,86.3232727272727
588,female,weight,10,9.01014545454546
588,female,weight,25,9.58850909090909
588,female,weight,50,10.2710545454545
588,female,weight,75,10.9932727272727
588,female,weight,90,11.6851636363636
588,female,weight,97,12.3967272727273
588,male,weight,3,8.86374545454546
588,male,weight,10,9.45694545454546
588,male,weight,25,10.0749818181818
588,male,weight,75,11.4797454545455
588,male,weight,90,12.1271272727273
588,male,weight,97,12.7793454545455
589,female,height,3,74.7829090909091
589,female,height,10,76.5316363636364
589,female,height,25,78.2778181818182
589,female,height,50,80.124
589,female,height,75,81.9701818181818
589,female,height,90,83.6650909090909
589,female,height,97,85.2625454545455
589,male,height,3,75.9367272727273
589,male,height,10,77.6341818181818
589,male,height,25,79.3803636363636
589,male,height,50,81.2752727272727
589,male,height,75,83.1214545454545
589,male,height,90,84.7676363636364
589,male,height,97,86.3625454545455
589,female,weight,10,9.01789090909091
589,female,weight,25,9.59661818181818
589,female,weight,50,10.2797090909091
589,female,weight,75,11.0025454545455
589,female,weight,90,11.6951272727273
589,female,weight,97,12.4074545454545
589,male,weight,3,8.87069090909091
589,male,weight,10,9.46429090909091
589,male,weight,25,10.0827636363636
589,male,weight,75,11.4886909090909
589,male,weight,90,12.1366545454545
589,male,weight,97,12.7894909090909
590,female,height,3,74.8163636363636
590,female,height,10,76.5654545454545
590,female,height,25,78.3127272727273
590,female,height,50,80.16
590,female,height,75,82.0072727272727
590,female,height,90,83.7036363636364
590,female,height,97,85.3018181818182
590,male,height,3,75.9690909090909
590,male,height,10,77.6672727272727
590,male,height,25,79.4145454545455
590,male,height,50,81.3109090909091
590,male,height,75,83.1581818181818
590,male,height,90,84.8054545454545
590,male,height,97,86.4018181818182
590,female,weight,10,9.02563636363636
590,female,weight,25,9.60472727272727
590,female,weight,50,10.2883636363636
590,female,weight,75,11.0118181818182
590,female,weight,90,11.7050909090909
590,female,weight,97,12.4181818181818
590,male,weight,3,8.87763636363636
590,male,weight,10,9.47163636363636
590,male,weight,25,10.0905454545455
590,male,weight,75,11.4976363636364
590,male,weight,90,12.1461818181818
590,male,weight,97,12.7996363636364
591,female,height,3,74.8498181818182
591,female,height,10,76.5992727272727
591,female,height,25,78.3476363636364
591,female,height,50,80.196
591,female,height,75,82.0443636363636
591,female,height,90,83.7421818181818
591,female,height,97,85.3410909090909
591,male,height,3,76.0014545454546
591,male,height,10,77.7003636363636
591,male,height,25,79.4487272727273
591,male,height,50,81.3465454545455
591,male,height,75,83.1949090909091
591,male,height,90,84.8432727272727
591,male,height,97,86.4410909090909
591,female,weight,10,9.03338181818182
591,female,weight,25,9.61283636363636
591,female,weight,50,10.2970181818182
591,female,weight,75,11.0210909090909
591,female,weight,90,11.7150545454545
591,female,weight,97,12.4289090909091
591,male,weight,3,8.88458181818182
591,male,weight,10,9.47898181818182
591,male,weight,25,10.0983272727273
591,male,weight,75,11.5065818181818
591,male,weight,90,12.1557090909091
591,male,weight,97,12.8097818181818
592,female,height,3,74.8832727272727
592,female,height,10,76.6330909090909
592,female,height,25,78.3825454545455
592,female,height,50,80.232
592,female,height,75,82.0814545454546
592,female,height,90,83.7807272727273
592,female,height,97,85.3803636363636
592,male,height,3,76.0338181818182
592,male,height,10,77.7334545454546
592,male,height,25,79.4829090909091
592,male,height,50,81.3821818181818
592,male,height,75,83.2316363636364
592,male,height,90,84.8810909090909
592,male,height,97,86.4803636363636
592,female,weight,10,9.04112727272727
592,female,weight,25,9.62094545454545
592,female,weight,50,10.3056727272727
592,female,weight,75,11.0303636363636
592,female,weight,90,11.7250181818182
592,female,weight,97,12.4396363636364
592,male,weight,3,8.89152727272727
592,male,weight,10,9.48632727272727
592,male,weight,25,10.1061090909091
592,male,weight,75,11.5155272727273
592,male,weight,90,12.1652363636364
592,male,weight,97,12.8199272727273
593,female,height,3,74.9167272727273
593,female,height,10,76.6669090909091
593,female,height,25,78.4174545454546
593,female,height,50,80.268
593,female,height,75,82.1185454545455
593,female,height,90,83.8192727272727
593,female,height,97,85.4196363636364
593,male,height,3,76.0661818181818
593,male,height,10,77.7665454545455
593,male,height,25,79.5170909090909
593,male,height,50,81.4178181818182
593,male,height,75,83.2683636363636
593,male,height,90,84.9189090909091
593,male,height,97,86.5196363636364
593,female,weight,10,9.04887272727273
593,female,weight,25,9.62905454545455
593,female,weight,50,10.3143272727273
593,female,weight,75,11.0396363636364
593,female,weight,90,11.7349818181818
593,female,weight,97,12.4503636363636
593,male,weight,3,8.89847272727273
593,male,weight,10,9.49367272727273
593,male,weight,25,10.1138909090909
593,male,weight,75,11.5244727272727
593,male,weight,90,12.1747636363636
593,male,weight,97,12.8300727272727
594,female,height,3,74.9501818181818
594,female,height,10,76.7007272727273
594,female,height,25,78.4523636363636
594,female,height,50,80.304
594,female,height,75,82.1556363636364
594,female,height,90,83.8578181818182
594,female,height,97,85.4589090909091
594,male,height,3,76.0985454545454
594,male,height,10,77.7996363636364
594,male,height,25,79.5512727272727
594,male,height,50,81.4534545454546
594,male,height,75,83.3050909090909
594,male,height,90,84.9567272727273
594,male,height,97,86.5589090909091
594,female,weight,10,9.05661818181818
594,female,weight,25,9.63716363636364
594,female,weight,50,10.3229818181818
594,female,weight,75,11.0489090909091
594,female,weight,90,11.7449454545455
594,female,weight,97,12.4610909090909
594,male,weight,3,8.90541818181818
594,male,weight,10,9.50101818181818
594,male,weight,25,10.1216727272727
594,male,weight,75,11.5334181818182
594,male,weight,90,12.1842909090909
594,male,weight,97,12.8402181818182
595,female,height,3,74.9836363636364
595,female,height,10,76.7345454545455
595,female,height,25,78.4872727272727
595,female,height,50,80.34
595,female,height,75,82.1927272727273
595,female,height,90,83.8963636363636
595,female,height,97,85.4981818181818
595,male,height,3,76.1309090909091
595,male,height,10,77.8327272727273
595,male,height,25,79.5854545454546
595,male,height,50,81.4890909090909
595,male,height,75,83.3418181818182
595,male,height,90,84.9945454545455
595,male,height,97,86.5981818181818
595,female,weight,10,9.06436363636364
595,female,weight,25,9.64527272727273
595,female,weight,50,10.3316363636364
595,female,weight,75,11.0581818181818
595,female,weight,90,11.7549090909091
595,female,weight,97,12.4718181818182
595,male,weight,3,8.91236363636364
595,male,weight,10,9.50836363636364
595,male,weight,25,10.1294545454545
595,male,weight,75,11.5423636363636
595,male,weight,90,12.1938181818182
595,male,weight,97,12.8503636363636
596,female,height,3,75.0170909090909
596,female,height,10,76.7683636363636
596,female,height,25,78.5221818181818
596,female,height,50,80.376
596,female,height,75,82.2298181818182
596,female,height,90,83.9349090909091
596,female,height,97,85.5374545454546
596,male,height,3,76.1632727272727
596,male,height,10,77.8658181818182
596,male,height,25,79.6196363636364
596,male,height,50,81.5247272727273
596,male,height,75,83.3785454545455
596,male,height,90,85.0323636363636
596,male,height,97,86.6374545454546
596,female,weight,10,9.07210909090909
596,female,weight,25,9.65338181818182
596,female,weight,50,10.3402909090909
596,female,weight,75,11.0674545454545
596,female,weight,90,11.7648727272727
596,female,weight,97,12.4825454545455
596,male,weight,3,8.91930909090909
596,male,weight,10,9.51570909090909
596,male,weight,25,10.1372363636364
596,male,weight,75,11.5513090909091
596,male,weight,90,12.2033454545455
596,male,weight,97,12.8605090909091
597,female,height,3,75.0505454545455
597,female,height,10,76.8021818181818
597,female,height,25,78.5570909090909
597,female,height,50,80.412
597,female,height,75,82.2669090909091
597,female,height,90,83.9734545454545
597,female,height,97,85.5767272727273
597,male,height,3,76.1956363636364
597,male,height,10,77.8989090909091
597,male,height,25,79.6538181818182
597,male,height,50,81.5603636363636
597,male,height,75,83.4152727272727
597,male,height,90,85.0701818181818
597,male,height,97,86.6767272727273
597,female,weight,10,9.07985454545455
597,female,weight,25,9.66149090909091
597,female,weight,50,10.3489454545455
597,female,weight,75,11.0767272727273
597,female,weight,90,11.7748363636364
597,female,weight,97,12.4932727272727
597,male,weight,3,8.92625454545455
597,male,weight,10,9.52305454545455
597,male,weight,25,10.1450181818182
597,male,weight,75,11.5602545454545
597,male,weight,90,12.2128727272727
597,male,weight,97,12.8706545454545
598,female,height,3,75.084
598,female,height,10,76.836
598,female,height,25,78.592
598,female,height,50,80.448
598,female,height,75,82.304
598,female,height,90,84.012
598,female,height,97,85.616
598,male,height,3,76.228
598,male,height,10,77.932
598,male,height,25,79.688
598,male,height,50,81.596
598,male,height,75,83.452
598,male,height,90,85.108
598,male,height,97,86.716
598,female,weight,10,9.0876
598,female,weight,25,9.6696
598,female,weight,50,10.3576
598,female,weight,75,11.086
598,female,weight,90,11.7848
598,female,weight,97,12.504
598,male,weight,3,8.9332
598,male,weight,10,9.5304
598,male,weight,25,10.1528
598,male,weight,75,11.5692
598,male,weight,90,12.2224
598,male,weight,97,12.8808
599,female,height,3,75.1174545454546
599,female,height,10,76.8698181818182
599,female,height,25,78.6269090909091
599,female,height,50,80.484
599,female,height,75,82.3410909090909
599,female,height,90,84.0505454545455
599,female,height,97,85.6552727272727
599,male,height,3,76.2603636363636
599,male,height,10,77.9650909090909
599,male,height,25,79.7221818181818
599,male,height,50,81.6316363636364
599,male,height,75,83.4887272727273
599,male,height,90,85.1458181818182
599,male,height,97,86.7552727272727
599,female,weight,10,9.09534545454545
599,female,weight,25,9.67770909090909
599,female,weight,50,10.3662545454545
599,female,weight,75,11.0952727272727
599,female,weight,90,11.7947636363636
599,female,weight,97,12.5147272727273
599,male,weight,3,8.94014545454546
599,male,weight,10,9.53774545454546
599,male,weight,25,10.1605818181818
599,male,weight,75,11.5781454545455
599,male,weight,90,12.2319272727273
599,male,weight,97,12.8909454545455
600,female,height,3,75.1509090909091
600,female,height,10,76.9036363636364
600,female,height,25,78.6618181818182
600,female,height,50,80.52
600,female,height,75,82.3781818181818
600,female,height,90,84.0890909090909
600,female,height,97,85.6945454545455
600,male,height,3,76.2927272727273
600,male,height,10,77.9981818181818
600,male,height,25,79.7563636363636
600,male,height,50,81.6672727272727
600,male,height,75,83.5254545454546
600,male,height,90,85.1836363636364
600,male,height,97,86.7945454545455
600,female,weight,10,9.10309090909091
600,female,weight,25,9.68581818181818
600,female,weight,50,10.3749090909091
600,female,weight,75,11.1045454545455
600,female,weight,90,11.8047272727273
600,female,weight,97,12.5254545454545
600,male,weight,3,8.94709090909091
600,male,weight,10,9.54509090909091
600,male,weight,25,10.1683636363636
600,male,weight,75,11.5870909090909
600,male,weight,90,12.2414545454545
600,male,weight,97,12.9010909090909
601,female,height,3,75.1843636363636
601,female,height,10,76.9374545454545
601,female,height,25,78.6967272727273
601,female,height,50,80.556
601,female,height,75,82.4152727272727
601,female,height,90,84.1276363636364
601,female,height,97,85.7338181818182
601,male,height,3,76.3250909090909
601,male,height,10,78.0312727272727
601,male,height,25,79.7905454545455
601,male,height,50,81.7029090909091
601,male,height,75,83.5621818181818
601,male,height,90,85.2214545454546
601,male,height,97,86.8338181818182
601,female,weight,10,9.11083636363636
601,female,weight,25,9.69392727272727
601,female,weight,50,10.3835636363636
601,female,weight,75,11.1138181818182
601,female,weight,90,11.8146909090909
601,female,weight,97,12.5361818181818
601,male,weight,3,8.95403636363636
601,male,weight,10,9.55243636363636
601,male,weight,25,10.1761454545455
601,male,weight,75,11.5960363636364
601,male,weight,90,12.2509818181818
601,male,weight,97,12.9112363636364
602,female,height,3,75.2178181818182
602,female,height,10,76.9712727272727
602,female,height,25,78.7316363636364
602,female,height,50,80.592
602,female,height,75,82.4523636363636
602,female,height,90,84.1661818181818
602,female,height,97,85.7730909090909
602,male,height,3,76.3574545454545
602,male,height,10,78.0643636363636
602,male,height,25,79.8247272727273
602,male,height,50,81.7385454545455
602,male,height,75,83.5989090909091
602,male,height,90,85.2592727272727
602,male,height,97,86.8730909090909
602,female,weight,10,9.11858181818182
602,female,weight,25,9.70203636363636
602,female,weight,50,10.3922181818182
602,female,weight,75,11.1230909090909
602,female,weight,90,11.8246545454545
602,female,weight,97,12.5469090909091
602,male,weight,3,8.96098181818182
602,male,weight,10,9.55978181818182
602,male,weight,25,10.1839272727273
602,male,weight,75,11.6049818181818
602,male,weight,90,12.2605090909091
602,male,weight,97,12.9213818181818
603,female,height,3,75.2512727272727
603,female,height,10,77.0050909090909
603,female,height,25,78.7665454545455
603,female,height,50,80.628
603,female,height,75,82.4894545454546
603,female,height,90,84.2047272727273
603,female,height,97,85.8123636363636
603,male,height,3,76.3898181818182
603,male,height,10,78.0974545454545
603,male,height,25,79.8589090909091
603,male,height,50,81.7741818181818
603,male,height,75,83.6356363636364
603,male,height,90,85.2970909090909
603,male,height,97,86.9123636363636
603,female,weight,10,9.12632727272727
603,female,weight,25,9.71014545454545
603,female,weight,50,10.4008727272727
603,female,weight,75,11.1323636363636
603,female,weight,90,11.8346181818182
603,female,weight,97,12.5576363636364
603,male,weight,3,8.96792727272727
603,male,weight,10,9.56712727272727
603,male,weight,25,10.1917090909091
603,male,weight,75,11.6139272727273
603,male,weight,90,12.2700363636364
603,male,weight,97,12.9315272727273
604,female,height,3,75.2847272727273
604,female,height,10,77.0389090909091
604,female,height,25,78.8014545454546
604,female,height,50,80.664
604,female,height,75,82.5265454545455
604,female,height,90,84.2432727272727
604,female,height,97,85.8516363636364
604,male,height,3,76.4221818181818
604,male,height,10,78.1305454545455
604,male,height,25,79.8930909090909
604,male,height,50,81.8098181818182
604,male,height,75,83.6723636363636
604,male,height,90,85.3349090909091
604,male,height,97,86.9516363636364
604,female,weight,10,9.13407272727273
604,female,weight,25,9.71825454545455
604,female,weight,50,10.4095272727273
604,female,weight,75,11.1416363636364
604,female,weight,90,11.8445818181818
604,female,weight,97,12.5683636363636
604,male,weight,3,8.97487272727273
604,male,weight,10,9.57447272727273
604,male,weight,25,10.1994909090909
604,male,weight,75,11.6228727272727
604,male,weight,90,12.2795636363636
604,male,weight,97,12.9416727272727
605,female,height,3,75.3181818181818
605,female,height,10,77.0727272727273
605,female,height,25,78.8363636363636
605,female,height,50,80.7
605,female,height,75,82.5636363636364
605,female,height,90,84.2818181818182
605,female,height,97,85.8909090909091
605,male,height,3,76.4545454545455
605,male,height,10,78.1636363636364
605,male,height,25,79.9272727272727
605,male,height,50,81.8454545454545
605,male,height,75,83.7090909090909
605,male,height,90,85.3727272727273
605,male,height,97,86.9909090909091
605,female,weight,10,9.14181818181818
605,female,weight,25,9.72636363636364
605,female,weight,50,10.4181818181818
605,female,weight,75,11.1509090909091
605,female,weight,90,11.8545454545455
605,female,weight,97,12.5790909090909
605,male,weight,3,8.98181818181818
605,male,weight,10,9.58181818181818
605,male,weight,25,10.2072727272727
605,male,weight,75,11.6318181818182
605,male,weight,90,12.2890909090909
605,male,weight,97,12.9518181818182
606,female,height,3,75.3516363636364
606,female,height,10,77.1065454545455
606,female,height,25,78.8712727272727
606,female,height,50,80.736
606,female,height,75,82.6007272727273
606,female,height,90,84.3203636363636
606,female,height,97,85.9301818181818
606,male,height,3,76.4869090909091
606,male,height,10,78.1967272727273
606,male,height,25,79.9614545454545
606,male,height,50,81.8810909090909
606,male,height,75,83.7458181818182
606,male,height,90,85.4105454545455
606,male,height,97,87.0301818181818
606,female,weight,10,9.14956363636364
606,female,weight,25,9.73447272727273
606,female,weight,50,10.4268363636364
606,female,weight,75,11.1601818181818
606,female,weight,90,11.8645090909091
606,female,weight,97,12.5898181818182
606,male,weight,3,8.98876363636364
606,male,weight,10,9.58916363636364
606,male,weight,25,10.2150545454545
606,male,weight,75,11.6407636363636
606,male,weight,90,12.2986181818182
606,male,weight,97,12.9619636363636
607,female,height,3,75.3850909090909
607,female,height,10,77.1403636363636
607,female,height,25,78.9061818181818
607,female,height,50,80.772
607,female,height,75,82.6378181818182
607,female,height,90,84.3589090909091
607,female,height,97,85.9694545454545
607,male,height,3,76.5192727272727
607,male,height,10,78.2298181818182
607,male,height,25,79.9956363636364
607,male,height,50,81.9167272727273
607,male,height,75,83.7825454545455
607,male,height,90,85.4483636363636
607,male,height,97,87.0694545454546
607,female,weight,10,9.15730909090909
607,female,weight,25,9.74258181818182
607,female,weight,50,10.4354909090909
607,female,weight,75,11.1694545454545
607,female,weight,90,11.8744727272727
607,female,weight,97,12.6005454545455
607,male,weight,3,8.99570909090909
607,male,weight,10,9.59650909090909
607,male,weight,25,10.2228363636364
607,male,weight,75,11.6497090909091
607,male,weight,90,12.3081454545455
607,male,weight,97,12.9721090909091
608,female,height,3,75.4185454545455
608,female,height,10,77.1741818181818
608,female,height,25,78.9410909090909
608,female,height,50,80.808
608,female,height,75,82.6749090909091
608,female,height,90,84.3974545454545
608,female,height,97,86.0087272727273
608,male,height,3,76.5516363636364
608,male,height,10,78.2629090909091
608,male,height,25,80.0298181818182
608,male,height,50,81.9523636363636
608,male,height,75,83.8192727272727
608,male,height,90,85.4861818181818
608,male,height,97,87.1087272727273
608,female,weight,10,9.16505454545455
608,female,weight,25,9.75069090909091
608,female,weight,50,10.4441454545455
608,female,weight,75,11.1787272727273
608,female,weight,90,11.8844363636364
608,female,weight,97,12.6112727272727
608,male,weight,3,9.00265454545455
608,male,weight,10,9.60385454545455
608,male,weight,25,10.2306181818182
608,male,weight,75,11.6586545454545
608,male,weight,90,12.3176727272727
608,male,weight,97,12.9822545454545
609,female,height,3,75.452
609,female,height,10,77.208
609,female,height,25,78.976
609,female,height,50,80.844
609,female,height,75,82.712
609,female,height,90,84.436
609,female,height,97,86.048
609,male,height,3,76.584
609,male,height,10,78.296
609,male,height,25,80.064
609,male,height,50,81.988
609,male,height,75,83.856
609,male,height,90,85.524
609,male,height,97,87.148
609,female,weight,10,9.1728
609,female,weight,25,9.7588
609,female,weight,50,10.4528
609,female,weight,75,11.188
609,female,weight,90,11.8944
609,female,weight,97,12.622
609,male,weight,3,9.0096
609,male,weight,10,9.6112
609,male,weight,25,10.2384
609,male,weight,75,11.6676
609,male,weight,90,12.3272
609,male,weight,97,12.9924
610,female,height,3,75.4854545454545
610,female,height,10,77.2418181818182
610,female,height,25,79.0109090909091
610,female,height,50,80.88
610,female,height,75,82.7490909090909
610,female,height,90,84.4745454545455
610,female,height,97,86.0872727272727
610,male,height,3,76.6163636363636
610,male,height,10,78.3290909090909
610,male,height,25,80.0981818181818
610,male,height,50,82.0236363636364
610,male,height,75,83.8927272727273
610,male,height,90,85.5618181818182
610,male,height,97,87.1872727272727
610,female,weight,10,9.18054545454545
610,female,weight,25,9.76690909090909
610,female,weight,50,10.4614545454545
610,female,weight,75,11.1972727272727
610,female,weight,90,11.9043636363636
610,female,weight,97,12.6327272727273
610,male,weight,3,9.01654545454545
610,male,weight,10,9.61854545454546
610,male,weight,25,10.2461818181818
610,male,weight,75,11.6765454545455
610,male,weight,90,12.3367272727273
610,male,weight,97,13.0025454545455
611,female,height,3,75.5189090909091
611,female,height,10,77.2756363636364
611,female,height,25,79.0458181818182
611,female,height,50,80.916
611,female,height,75,82.7861818181818
611,female,height,90,84.5130909090909
611,female,height,97,86.1265454545455
611,male,height,3,76.6487272727273
611,male,height,10,78.3621818181818
611,male,height,25,80.1323636363636
611,male,height,50,82.0592727272727
611,male,height,75,83.9294545454546
611,male,height,90,85.5996363636364
611,male,height,97,87.2265454545455
611,female,weight,10,9.18829090909091
611,female,weight,25,9.77501818181818
611,female,weight,50,10.4701090909091
611,female,weight,75,11.2065454545455
611,female,weight,90,11.9143272727273
611,female,weight,97,12.6434545454545
611,male,weight,3,9.02349090909091
611,male,weight,10,9.62589090909091
611,male,weight,25,10.2539636363636
611,male,weight,75,11.6854909090909
611,male,weight,90,12.3462545454545
611,male,weight,97,13.0126909090909
612,female,height,3,75.5523636363636
612,female,height,10,77.3094545454545
612,female,height,25,79.0807272727273
612,female,height,50,80.952
612,female,height,75,82.8232727272727
612,female,height,90,84.5516363636364
612,female,height,97,86.1658181818182
612,male,height,3,76.6810909090909
612,male,height,10,78.3952727272727
612,male,height,25,80.1665454545455
612,male,height,50,82.0949090909091
612,male,height,75,83.9661818181818
612,male,height,90,85.6374545454546
612,male,height,97,87.2658181818182
612,female,weight,10,9.19603636363636
612,female,weight,25,9.78312727272727
612,female,weight,50,10.4787636363636
612,female,weight,75,11.2158181818182
612,female,weight,90,11.9242909090909
612,female,weight,97,12.6541818181818
612,male,weight,3,9.03043636363636
612,male,weight,10,9.63323636363636
612,male,weight,25,10.2617454545455
612,male,weight,75,11.6944363636364
612,male,weight,90,12.3557818181818
612,male,weight,97,13.0228363636364
613,female,height,3,75.5858181818182
613,female,height,10,77.3432727272727
613,female,height,25,79.1156363636364
613,female,height,50,80.988
613,female,height,75,82.8603636363636
613,female,height,90,84.5901818181818
